ACARA ID,School Name,Suburb,State,Postcode,Type,Sector,Status,Geolocation,Parent School ID,AGE ID,Latitude,Longitude,StateProvinceID
43824,Norwest Christian College,Riverstone,NSW,2765,Combined,Non-Gov,Open,Major Cities,43824,42369,-33.6777,150.874,02369_00
41756,Noumea Public School,Shalvey,NSW,2770,Primary,Gov,Open,Major Cities,41756,50818,-33.7326,150.81,4493
50379,Novo Education Space,Wollongong,NSW,2500,Special,Non-Gov,Open,Major Cities,50379,69085,-34.4304,150.888,78007_00
52415,Novo Education Space Nowra,Nowra,NSW,2541,Special,Non-Gov,Open,Inner Regional,50379,80026,-34.89713608,150.6120843,78007_03
52676,Novo Education Space Southern Highlands,Bowral,NSW,2560,Secondary,Non-Gov,Closed,Inner Regional,50379,,-34.48684,150.42328,78007_04
52677,Novo Education Space Vincentia,Vincentia,NSW,2540,Special,Non-Gov,Open,Inner Regional,50379,85832,-35.07126,150.67187,78007_05
43835,Nowra Anglican College,Bomaderry,NSW,2541,Combined,Non-Gov,Open,Inner Regional,43835,56955,-34.8573,150.6,77007_00
43981,Nowra Christian School,Nowra,NSW,2541,Combined,Non-Gov,Open,Inner Regional,43981,42372,-34.9045,150.616,11653_00
42866,Nowra East Public School,Nowra East,NSW,2541,Primary,Gov,Open,Inner Regional,42866,50170,-34.8824,150.608,4256
42911,Nowra High School,Nowra,NSW,2541,Secondary,Gov,Open,Inner Regional,42911,54945,-34.87139,150.61025,8201
42860,Nowra Hill Public School,Nowra,NSW,2541,Primary,Gov,Open,Inner Regional,42860,50171,-34.9354,150.566,4106
42797,Nowra Public School,Nowra,NSW,2541,Primary,Gov,Open,Inner Regional,42797,50172,-34.8794,150.601,2769
40795,NSW School of Languages,Petersham,NSW,2049,Secondary,Gov,Open,Major Cities,40795,86657,-33.8948,151.15,8588
41951,Nulkaba Public School,Nulkaba,NSW,2325,Primary,Gov,Open,Major Cities,41951,49294,-32.8107,151.348,2771
42465,Nundle Public School,Nundle,NSW,2340,Primary,Gov,Open,Outer Regional,42465,46438,-31.4597,151.127,2781
41483,Nuwarra Public School,Moorebank,NSW,2170,Primary,Gov,Open,Major Cities,41483,56253,-33.9332,150.951,4420
42269,Nymboida Public School,Nymboida,NSW,2460,Primary,Gov,Open,Outer Regional,42269,49715,-29.9475,152.728,2784
43111,Nyngan High School,Nyngan,NSW,2825,Secondary,Gov,Open,Remote,43111,46454,-31.5614,147.189,8353
43020,Nyngan Public School,Nyngan,NSW,2825,Primary,Gov,Open,Remote,43020,51035,-31.5684,147.195,2785
42939,Oak Flats High School,Oak Flats,NSW,2529,Secondary,Gov,Open,Major Cities,42939,46502,-34.5597,150.834,8906
42841,Oak Flats Public School,Oak Flats,NSW,2529,Primary,Gov,Open,Major Cities,42841,50033,-34.5626,150.818,3860
41406,Oakdale Public School,Oakdale,NSW,2570,Primary,Gov,Open,Inner Regional,41406,50227,-34.0789,150.508,2789
43681,Oakhill College,Castle Hill,NSW,2154,Secondary,Non-Gov,Open,Major Cities,43681,41473,-33.7234,151.02,11105_00
41305,Oakhill Drive Public School,Castle Hill,NSW,2154,Primary,Gov,Open,Major Cities,41305,55115,-33.7216,151.023,4604
42615,Oaklands Central School,Oaklands,NSW,2646,Combined,Gov,Open,Outer Regional,42615,46513,-35.5527,146.172,2791
41654,Oakville Public School,Oakville,NSW,2765,Primary,Gov,Open,Major Cities,41654,50785,-33.6205,150.871,2794
52617,Oasis College Surry Hills,Surry Hills,NSW,2010,Special,Non-Gov,Open,Major Cities,52617,85159,-33.8849,151.214,77985_00
41696,Oatlands Public School,Oatlands,NSW,2117,Primary,Gov,Open,Major Cities,41696,47748,-33.8,151.023,4071
41042,Oatley Public School,Oatley,NSW,2223,Primary,Gov,Open,Major Cities,41042,48637,-33.9837,151.08,2796
41067,Oatley West Public School,Oatley,NSW,2223,Primary,Gov,Open,Major Cities,41067,44409,-33.979,151.065,3797
43126,Oberon High School,Oberon,NSW,2787,Secondary,Gov,Open,Inner Regional,43126,56254,-33.7017,149.861,8598
43021,Oberon Public School,Oberon,NSW,2787,Primary,Gov,Open,Inner Regional,43021,50959,-33.7033,149.865,2797
40754,Observatory Hill Environmental Education Centre,The Rocks,NSW,2000,Combined,Gov,Open,Major Cities,40754,86656,-33.8594,151.207,5745
42151,Ocean Shores Public School,Ocean Shores,NSW,2483,Primary,Gov,Open,Inner Regional,42151,54695,-28.4912,153.54,1227
43022,O'Connell Public School,O'Connell,NSW,2795,Primary,Gov,Open,Inner Regional,43022,50984,-33.5245,149.72,2798
43653,O'Connor Catholic College,Armidale,NSW,2350,Secondary,Non-Gov,Open,Inner Regional,43653,41984,-30.5122,151.68,11526_00
40383,Odyssey College,Eagle Vale,NSW,2558,Special,Non-Gov,Open,Major Cities,40383,42379,-34.0344,150.814,11658_00
52081,"Odyssey College, Ingleburn",Ingleburn,NSW,2565,Special,Non-Gov,Open,Major Cities,40383,,-34.0111,150.846,11658_01
42270,Old Bar Public School,Old Bar,NSW,2430,Primary,Gov,Open,Inner Regional,42270,49552,-31.9723,152.589,2799
42271,Old Bonalbo Public School,Old Bonalbo,NSW,2469,Primary,Gov,Open,Outer Regional,42271,49741,-28.6546,152.597,2800
41408,Old Guildford Public School,Guildford,NSW,2161,Primary,Gov,Open,Major Cities,41408,48145,-33.8675,150.987,2801
43907,OneSchool Global NSW - Albury,Lavington,NSW,2640,Combined,Non-Gov,Open,Inner Regional,43907,77442,-36.0375,146.923,78272_00
43822,OneSchool Global NSW - Armidale,Armidale,NSW,2350,Combined,Non-Gov,Open,Inner Regional,43822,77453,-30.5041,151.656,78273_00
43819,OneSchool Global NSW - Condobolin,Condobolin,NSW,2877,Combined,Non-Gov,Open,Outer Regional,43819,77461,-33.0944,147.139,78274_00
43786,OneSchool Global NSW - Cowra,Cowra,NSW,2794,Primary,Non-Gov,Open,Inner Regional,43786,77533,-33.8388,148.662,78275_00
43902,OneSchool Global NSW - Goulburn,Goulburn,NSW,2580,Combined,Non-Gov,Open,Inner Regional,43902,77452,-34.7235,149.744,78276_00
43911,OneSchool Global NSW - Illawarra,Maddens Plains,NSW,2508,Combined,Non-Gov,Open,Inner Regional,43911,77378,-34.2454,150.943,78277_00
43798,OneSchool Global NSW - Leeton,Leeton,NSW,2705,Combined,Non-Gov,Open,Outer Regional,43798,77499,-34.56402835,146.3913964,78278_00
43704,OneSchool Global NSW - Maitland,East Maitland,NSW,2323,Combined,Non-Gov,Open,Major Cities,43704,77548,-32.7554,151.599,78279_00
43910,OneSchool Global NSW - Mount Victoria,Mount Victoria,NSW,2786,Combined,Non-Gov,Open,Inner Regional,43910,77420,-33.5889,150.253,78280_00
43908,OneSchool Global NSW - Orange,East Orange,NSW,2800,Combined,Non-Gov,Open,Inner Regional,43908,77379,-33.277,149.107,78281_00
43724,OneSchool Global NSW - Sydney,Oatlands,NSW,2117,Combined,Non-Gov,Open,Major Cities,43724,54655,-33.7863,151.033,77598_00
43717,OneSchool Global NSW - Wagga Wagga,Wagga Wagga,NSW,2650,Combined,Non-Gov,Open,Inner Regional,43717,77463,-35.1437,147.344,78282_00
42350,Orama Public School,Thora,NSW,2454,Primary,Gov,Open,Outer Regional,42350,58126,-30.4325,152.692,4534
50494,Oran Park Anglican College,Oran Park,NSW,2570,Combined,Non-Gov,Open,Major Cities,50494,80008,-34.0017,150.743,78166_00
53164,Leppington Anglican College,Leppington,NSW,2179,Combined,Non-Gov,Open,Major Cities,50494,88118,-33.97246549,150.806438,78166_01
52828,Oran Park High School,Oran Park,NSW,2570,Secondary,Gov,Open,Major Cities,52828,86431,-34.00653,150.74404,8916
50703,Oran Park Public School,Oran Park,NSW,2570,Primary,Gov,Open,Major Cities,50703,70137,-33.9973,150.735,4651
43083,Orana Heights Public School,Dubbo,NSW,2830,Primary,Gov,Open,Inner Regional,43083,56256,-32.2525,148.627,4549
43787,Orange Anglican Grammar School,Orange,NSW,2800,Combined,Non-Gov,Open,Inner Regional,43787,67546,-33.2586,149.073,77911_00
44024,Orange Christian School,Orange,NSW,2800,Combined,Non-Gov,Open,Inner Regional,44024,42385,-33.2985,149.088,02385_00
43023,Orange East Public School,Orange,NSW,2800,Primary,Gov,Open,Inner Regional,43023,51010,-33.2821,149.114,2811
41043,Orange Grove Public School,Leichhardt,NSW,2040,Primary,Gov,Open,Major Cities,41043,47587,-33.8724,151.158,2812
43101,Orange High School,Orange,NSW,2800,Secondary,Gov,Open,Inner Regional,43101,51011,-33.2804,149.084,8134
43096,Orange Public School,Orange,NSW,2800,Primary,Gov,Open,Inner Regional,43096,51012,-33.2863,149.097,7307
42397,Orara High School,Coffs Harbour,NSW,2450,Secondary,Gov,Open,Inner Regional,42397,49662,-30.2828,153.113,8469
42272,Orara Upper Public School,Upper Orara,NSW,2450,Primary,Gov,Open,Inner Regional,42272,49663,-30.289,153.013,2814
41655,Orchard Hills Public School,Orchard Hills,NSW,2748,Primary,Gov,Open,Major Cities,41655,50711,-33.783,150.721,2815
42799,Otford Public School,Otford,NSW,2508,Primary,Gov,Open,Inner Regional,42799,49978,-34.2122,151.002,2818
43351,Our Lady Help of Christians Catholic Primary School,Rosemeadow,NSW,2560,Primary,Non-Gov,Open,Major Cities,43351,46844,-34.1005,150.792,77157_00
43239,Our Lady Help of Christians Catholic Primary School,Pennant Hills,NSW,2120,Primary,Non-Gov,Open,Major Cities,43239,87829,-33.73931665,151.0671874,77156_00
43522,Our Lady Help of Christians Primary School,South Lismore,NSW,2480,Primary,Non-Gov,Open,Inner Regional,43522,41479,-28.82052388,153.2902507,77155_00
43235,Our Lady of Dolours Catholic Primary School,Chatswood,NSW,2067,Primary,Non-Gov,Open,Major Cities,43235,41480,-33.7946,151.184,77158_00
43383,Our Lady of Fatima Catholic Primary School,Caringbah,NSW,2229,Primary,Non-Gov,Open,Major Cities,43383,41482,-34.0457,151.122,77159_00
43416,Our Lady of Fatima Catholic Primary School,Kingsgrove,NSW,2208,Primary,Non-Gov,Open,Major Cities,43416,41483,-33.9421,151.104,77160_00
43240,Our Lady of Good Counsel Catholic Primary School,Forestville,NSW,2087,Primary,Non-Gov,Open,Major Cities,43240,41484,-33.7602,151.221,77161_00
43397,Our Lady of Lourdes Catholic Primary School,Earlwood,NSW,2206,Primary,Non-Gov,Open,Major Cities,43397,41487,-33.927,151.127,77166_00
43301,Our Lady of Lourdes Primary School,Tarro,NSW,2322,Primary,Non-Gov,Open,Major Cities,43301,41490,-32.8092,151.662,77164_00
43156,Our Lady of Lourdes Primary School,Baulkham Hills South,NSW,2153,Primary,Non-Gov,Open,Major Cities,43156,41486,-33.7669,150.998,77165_00
43198,Our Lady of Lourdes Primary School,Seven Hills,NSW,2147,Primary,Non-Gov,Open,Major Cities,43198,41489,-33.7787,150.932,77163_00
43485,Our Lady of Mercy Catholic College Burraneer,Cronulla,NSW,2230,Secondary,Non-Gov,Open,Major Cities,43485,41491,-34.0543,151.135,11119_00
43683,Our Lady of Mercy College Parramatta,Parramatta,NSW,2150,Secondary,Non-Gov,Open,Major Cities,43683,41495,-33.8083,151.003,11121_00
43466,Our Lady of Mount Carmel Catholic Primary School,Waterloo,NSW,2017,Primary,Non-Gov,Open,Major Cities,43466,41456,-33.8989,151.204,77169_00
43200,Our Lady of Mount Carmel Primary School,Wentworthville,NSW,2145,Primary,Non-Gov,Open,Major Cities,43200,41500,-33.8122,150.97,77167_00
43377,Our Lady of Mt Carmel Catholic Primary School Mount Pritchard,Bonnyrigg,NSW,2177,Primary,Non-Gov,Open,Major Cities,43377,41498,-33.8936,150.899,77168_00
43261,Our Lady of Perpetual Succour Catholic Primary School,West Pymble,NSW,2073,Primary,Non-Gov,Open,Major Cities,43261,41501,-33.761,151.13,77170_00
40831,Our Lady of the Angels Primary School,Kellyville,NSW,2155,Primary,Non-Gov,Open,Major Cities,40831,68248,-33.684,150.933,77974_00
43425,Our Lady of the Annunciation Catholic Primary School,Pagewood,NSW,2035,Primary,Non-Gov,Closed,Major Cities,43425,,-33.9467,151.23,77171_00
51457,Our Lady of the Assumption Catholic Primary School,North Strathfield,NSW,2137,Primary,Non-Gov,Open,Major Cities,51457,70173,-33.8597,151.088,78103_00
43180,Our Lady of The Nativity Primary School,Lawson,NSW,2783,Primary,Non-Gov,Open,Major Cities,43180,41504,-33.7197,150.44,77172_00
43260,Our Lady of the Rosary Catholic Primary School,Waitara,NSW,2077,Primary,Non-Gov,Open,Major Cities,43260,41510,-33.7137,151.104,77179_00
43256,Our Lady of the Rosary Catholic Primary School,Shelly Beach,NSW,2261,Primary,Non-Gov,Open,Major Cities,43256,41509,-33.3699,151.477,77174_00
43264,Our Lady of the Rosary Catholic Primary School,Wyoming,NSW,2250,Primary,Non-Gov,Open,Major Cities,43264,42348,-33.4127,151.351,77176_00
43415,Our Lady of the Rosary Catholic Primary School,Kensington,NSW,2033,Primary,Non-Gov,Open,Major Cities,43415,41507,-33.9122,151.221,77178_00
43403,Our Lady of the Rosary Catholic Primary School,Fairfield,NSW,2165,Primary,Non-Gov,Open,Major Cities,43403,41506,-33.8728,150.959,77177_00
43176,Our Lady of The Rosary Primary School,Kellyville,NSW,2155,Primary,Non-Gov,Open,Major Cities,43176,42353,-33.7068,150.955,77173_00
43197,Our Lady of The Rosary Primary School,St Marys,NSW,2760,Primary,Non-Gov,Open,Major Cities,43197,41508,-33.7727,150.775,77175_00
43447,Our Lady of the Sacred Heart Catholic Primary School,Randwick,NSW,2031,Primary,Non-Gov,Open,Major Cities,43447,41514,-33.9157,151.242,77180_00
43473,Our Lady of the Sacred Heart College,Kensington,NSW,2033,Secondary,Non-Gov,Open,Major Cities,43473,41512,-33.9127,151.22,11134_00
43165,Our Lady of The Way Primary School,Emu Plains,NSW,2750,Primary,Non-Gov,Open,Major Cities,43165,42342,-33.7555,150.656,77181_00
43298,Our Lady of Victories Primary School,Shortland,NSW,2307,Primary,Non-Gov,Open,Major Cities,43298,41515,-32.8885,151.694,77182_00
43406,Our Lady Queen of Peace Catholic Primary School,Gladesville,NSW,2111,Primary,Non-Gov,Open,Major Cities,43406,42219,-33.8263,151.127,77183_00
43172,Our Lady Queen of Peace Primary School,Greystanes,NSW,2145,Primary,Non-Gov,Open,Major Cities,43172,41962,-33.8198,150.954,77184_00
43255,Our Lady Star of The Sea Catholic Primary School,Terrigal,NSW,2260,Primary,Non-Gov,Open,Major Cities,43255,42346,-33.436,151.413687,77550_00
43435,Our Lady Star of the Sea Catholic Primary School Miranda,Miranda,NSW,2228,Primary,Non-Gov,Open,Major Cities,43435,42011,-34.0329,151.104,77185_00
41952,Ourimbah Public School,Ourimbah,NSW,2258,Primary,Gov,Open,Major Cities,41952,48705,-33.3549,151.368,2820
